LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/11/04
Time,10:14:38.826726649942553953
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/11/04,
Time,10:21:52.103508749942928431,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
2.744000,89.032360
2.748000,98.699884
2.752000,104.437920
2.756000,107.200068
2.760000,108.531819
2.764000,109.107266
2.768000,108.646908
2.772000,107.035655
2.776000,104.881836
2.780000,102.695135
2.784000,100.048075
2.788000,96.825568
2.792000,93.323557
2.796000,89.278981
2.800000,82.751758
2.804000,73.281529
2.808000,60.358612
2.812000,52.828463
2.816000,47.517900
2.820000,44.459805
2.824000,42.848550
2.828000,42.207336
2.832000,42.125130
2.836000,42.651254
2.840000,42.815667
2.844000,43.588412
2.848000,44.262508
2.852000,44.525570
2.856000,44.706425
2.860000,45.429846
2.864000,46.679390
2.868000,47.863169
2.872000,48.208438
2.876000,48.422175
2.880000,48.619472
2.884000,48.455058
2.888000,47.600107
2.892000,46.926010
2.896000,47.024659
2.900000,48.882534
2.904000,54.932959
2.908000,67.411960
2.912000,81.617304
2.916000,93.455088
2.920000,101.231854
2.924000,105.457284
2.928000,107.759075
2.932000,109.008618
2.936000,109.008618
2.940000,107.726192
2.944000,106.131380
2.948000,104.289947
2.952000,101.708653
2.956000,98.519029
2.960000,95.312962
2.964000,92.139779
2.968000,87.190927
2.972000,79.101774
2.976000,67.790112
2.980000,57.316958
2.984000,50.756850
2.988000,45.807997
2.992000,43.407557
2.996000,42.667695
3.000000,42.388192
3.004000,42.207336
3.008000,42.684136
3.012000,43.358233
3.016000,44.048770
3.020000,44.246067
3.024000,44.246067
3.028000,44.903722
3.032000,46.136825
3.036000,47.106866
3.040000,47.665872
3.044000,48.142672
3.048000,48.800327
3.052000,48.734561
3.056000,47.879610
3.060000,47.189072
3.064000,47.139748
3.068000,47.550783
3.072000,49.901899
3.076000,58.171909
3.080000,72.393695
3.084000,86.023590
3.088000,96.167913
3.092000,102.580045
3.096000,106.394442
3.100000,108.466053
3.104000,108.992177
3.108000,108.268757
3.112000,107.265834
3.116000,105.769670
3.120000,103.434996
3.124000,100.426227
3.128000,97.466781
3.132000,94.605984
3.136000,90.824469
3.140000,84.593191
3.144000,75.895707
3.148000,63.597562
3.152000,55.097373
3.156000,48.619472
3.160000,44.706425
3.164000,43.276026
3.168000,42.700578
3.172000,41.878509
3.176000,41.993599
3.180000,42.881433
3.184000,43.900798
3.188000,43.917239
3.192000,43.802150
3.196000,44.410480
3.200000,45.610701
3.204000,46.383445
3.208000,47.106866
3.212000,47.945376
3.216000,48.701679
3.220000,48.833210
3.224000,48.175555
3.228000,47.550783
3.232000,47.353486
3.236000,47.139748
3.240000,47.682314
3.244000,51.841981
3.248000,62.907024
3.252000,77.309665
3.256000,89.558484
3.260000,98.535470
3.264000,104.207740
3.268000,107.315158
3.272000,108.466053
3.276000,108.515377
3.280000,108.186550
3.284000,106.969889
3.288000,104.881836
3.292000,102.119687
3.296000,99.439745
3.300000,96.726920
3.304000,93.339999
3.308000,88.769299
3.312000,81.979014
3.316000,72.689640
3.320000,60.227081
3.324000,52.368105
3.328000,47.008217
3.332000,44.344715
3.336000,43.160936
3.340000,42.158012
3.344000,41.779861
3.348000,42.749902
3.352000,43.341791
3.356000,43.736384
3.360000,43.785708
3.364000,44.311832
3.368000,44.953046
3.372000,45.512052
3.376000,46.202590
3.380000,47.238397
3.384000,47.863169
3.388000,47.912493
3.392000,47.435693
3.396000,46.991776
3.400000,46.597183
3.404000,46.136825
3.408000,45.791556
3.412000,47.485017
3.416000,54.143773
3.420000,66.688540
3.424000,80.219787
3.428000,91.827393
3.432000,99.998751
3.436000,104.520126
3.440000,106.542414
3.444000,107.463130
3.448000,107.775516
3.452000,107.052096
3.456000,105.029809
3.460000,102.678694
3.464000,100.360461
3.468000,97.631195
3.472000,94.194950
3.476000,90.298346
3.480000,85.316611
3.484000,77.490520
3.488000,65.307465
3.492000,55.245345
3.496000,48.619472
3.500000,44.196743
3.504000,41.845626
3.508000,40.842702
3.512000,40.809820
3.516000,41.187971
3.520000,41.533240
3.524000,41.286620
3.528000,42.075805
3.532000,42.832109
3.536000,43.259584
3.540000,43.489764
3.544000,44.278949
3.548000,45.479170
3.552000,46.531418
3.556000,46.942452
3.560000,47.254838
3.564000,47.583665
3.568000,47.353486
3.572000,46.334121
3.576000,45.692907
3.580000,45.840880
3.584000,47.402810
3.588000,52.400988
3.592000,63.153645
3.596000,76.816424
3.600000,88.835064
3.604000,96.907775
3.608000,101.198971
3.612000,103.582969
3.616000,104.799629
3.620000,104.602333
3.624000,103.385672
3.628000,101.807301
3.632000,99.867220
3.636000,97.302368
3.640000,94.030536
3.644000,90.594290
3.648000,86.418183
3.652000,79.841636
3.656000,70.979737
3.660000,59.750281
3.664000,53.223056
3.668000,48.455058
3.672000,45.232549
3.676000,43.670619
3.680000,43.259584
3.684000,43.259584
3.688000,42.733460
3.692000,42.832109
3.696000,44.098094
3.700000,44.558453
3.704000,44.410480
3.708000,44.542011
3.712000,45.495611
3.716000,46.630066
3.720000,47.567224
3.724000,48.274203
3.728000,49.096272
3.732000,50.033430
3.736000,50.181402
3.740000,49.474423
3.744000,48.603030
3.748000,48.307086
3.752000,48.142672
3.756000,48.767444
3.760000,53.223056
3.764000,64.518279
3.768000,78.509885
3.772000,90.101049
3.776000,98.617677
3.780000,104.010444
3.784000,107.101420
3.788000,108.268757
3.792000,108.170109
3.796000,107.643985
3.800000,106.624621
3.804000,104.602333
3.808000,101.840184
3.812000,99.094476
3.816000,96.381651
3.820000,93.208468
3.824000,88.802181
3.828000,82.225634
3.832000,73.297971
3.836000,60.901177
3.840000,53.091525
3.844000,47.567224
3.848000,44.887280
3.852000,43.604853
3.856000,42.569047
3.860000,42.273102
3.864000,43.276026
3.868000,43.999446
3.872000,44.278949
3.876000,44.213184
3.880000,44.739308
3.884000,45.594259
3.888000,46.284797
3.892000,47.073983
3.896000,48.307086
3.900000,49.293568
3.904000,49.638837
3.908000,49.375775
3.912000,49.014065
3.916000,48.570148
3.920000,48.027582
3.924000,47.600107
3.928000,48.931858
3.932000,54.735662
3.936000,66.770747
3.940000,80.219787
3.944000,91.778069
3.948000,100.212489
3.952000,105.194222
3.956000,107.512454
3.960000,108.548260
3.964000,108.959294
3.968000,108.400288
3.972000,106.756152
3.976000,104.585892
3.980000,102.333425
3.984000,99.768572
3.988000,96.628272
3.992000,93.126261
3.996000,89.032360
4.000000,82.406489
4.004000,72.623875
4.008000,59.865371
4.012000,52.433870
4.016000,47.287721
4.020000,44.509129
4.024000,42.996522
4.028000,42.256661
4.032000,42.519723
4.036000,43.325350
4.040000,43.539088
4.044000,44.065212
4.048000,44.657101
4.052000,45.002370
4.056000,45.265432
4.060000,46.021735
4.064000,47.287721
4.068000,48.504382
4.072000,48.866092
4.076000,49.112713
4.080000,49.342892
4.084000,49.129154
4.088000,48.191996
4.092000,47.485017
4.096000,47.534341
4.100000,49.408658
4.104000,55.491966
4.108000,67.675022
4.112000,81.502214
4.116000,93.126261
4.120000,100.853702
4.124000,105.128457
4.128000,107.594661
4.132000,108.992177
4.136000,109.008618
4.140000,107.956371
4.144000,106.394442
4.148000,104.668099
4.152000,102.267660
4.156000,99.193125
4.160000,95.987058
4.164000,93.060495
4.168000,88.719975
4.172000,81.140504
4.176000,70.913972
4.180000,59.010419
4.184000,51.957070
4.188000,46.613624
4.192000,43.867915
4.196000,42.963640
4.200000,42.536164
4.204000,42.470398
4.208000,42.766343
4.212000,43.440439
4.216000,44.344715
4.220000,44.558453
4.224000,44.574894
4.228000,45.232549
4.232000,46.531418
4.236000,47.501458
4.240000,48.126231
4.244000,48.635913
4.248000,49.310009
4.252000,49.277127
4.256000,48.471499
4.260000,47.649431
4.264000,47.550783
4.268000,47.846727
4.272000,49.688161
4.276000,57.053896
4.280000,70.502938
4.284000,84.132833
4.288000,94.688190
4.292000,101.462033
4.296000,105.654580
4.300000,108.055019
4.304000,108.794880
4.308000,108.367405
4.312000,107.413806
4.316000,106.197145
4.320000,104.026885
4.324000,101.116764
4.328000,98.272408
4.332000,95.543142
4.336000,92.139779
4.340000,86.796335
4.344000,78.674299
4.348000,67.707905
4.352000,57.218310
4.356000,50.197844
4.360000,45.446287
4.364000,43.802150
4.368000,43.045846
4.372000,42.108688
4.376000,42.273102
4.380000,43.308908
4.384000,44.065212
4.388000,44.130977
4.392000,44.065212
4.396000,44.558453
4.400000,45.577818
4.404000,46.449211
4.408000,47.156190
4.412000,48.093348
4.416000,48.948299
4.420000,49.162037
4.424000,48.701679
4.428000,48.126231
4.432000,47.797403
4.436000,47.517900
4.440000,47.419252
4.444000,49.951223
4.448000,58.517178
4.452000,72.179958
4.456000,85.069991
4.460000,95.197873
4.464000,102.136129
4.468000,106.065614
4.472000,107.824840
4.476000,108.318081
4.480000,108.285198
4.484000,107.463130
4.488000,105.654580
4.492000,103.188376
4.496000,100.639965
4.500000,98.025788
4.504000,94.885487
4.508000,91.054649
4.512000,85.628997
4.516000,77.572727
4.520000,65.521202
4.524000,55.755028
4.528000,49.310009
4.532000,45.495611
4.536000,43.670619
4.540000,42.552605
4.544000,41.944274
4.548000,42.601929
4.552000,43.292467
4.556000,43.736384
4.560000,43.785708
4.564000,44.410480
4.568000,44.920163
4.572000,45.413404
4.576000,46.103942
4.580000,47.271279
4.584000,48.405734
4.588000,48.718120
4.592000,48.767444
4.596000,48.685237
4.600000,48.323527
4.604000,47.649431
4.608000,47.106866
4.612000,47.452134
4.616000,50.773292
4.620000,59.585867
4.624000,72.985585
4.628000,85.908501
4.632000,96.135031
4.636000,102.530721
4.640000,105.818994
4.644000,107.627544
4.648000,108.449612
4.652000,108.285198
4.656000,106.920565
4.660000,104.980484
4.664000,102.974638
4.668000,100.541316
4.672000,97.401016
4.676000,94.129184
4.680000,90.660056
4.684000,85.037108
4.688000,76.290300
4.692000,63.646886
4.696000,54.965842
4.700000,49.096272
4.704000,45.117459
4.708000,43.095171
4.712000,42.421074
4.716000,42.223778
4.720000,42.651254
4.724000,42.848550
4.728000,43.769267
4.732000,44.295391
4.736000,44.558453
4.740000,44.542011
4.744000,45.183225
4.748000,46.350562
4.752000,47.534341
4.756000,48.093348
4.760000,48.438617
4.764000,48.898975
4.768000,48.915417
4.772000,47.978258
4.776000,47.238397
4.780000,47.172631
4.784000,47.863169
4.788000,50.921264
4.792000,59.980460
4.796000,73.840536
4.800000,86.845659
4.804000,96.480299
4.808000,102.382749
4.812000,105.786111
4.816000,107.907047
4.820000,108.400288
4.824000,107.676868
4.828000,106.591738
4.832000,105.112015
4.836000,102.843107
4.840000,99.850779
4.844000,96.957099
4.848000,94.096301
4.852000,90.396994
4.856000,84.132833
4.860000,75.106521
4.864000,62.890583
4.868000,54.702780
4.872000,48.438617
4.876000,44.607777
4.880000,43.226702
4.884000,42.700578
4.888000,42.190895
4.892000,42.289543
4.896000,42.897874
4.900000,44.015887
4.904000,44.180301
4.908000,44.098094
4.912000,44.542011
4.916000,45.643583
4.920000,46.531418
4.924000,47.238397
4.928000,47.994700
4.932000,48.800327
4.936000,49.046948
4.940000,48.455058
4.944000,47.698755
4.948000,47.501458
4.952000,47.386369
4.956000,47.600107
4.960000,50.888381
4.964000,60.769646
4.968000,74.662604
4.972000,87.059396
4.976000,96.365210
4.980000,102.547163
4.984000,106.082056
4.988000,107.660427
4.992000,107.923488
4.996000,107.545337
5.000000,106.789034
5.004000,104.865395
5.008000,102.251218
