LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/09/16
Time,10:00:00.5388983499427029888
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/09/16,
Time,10:44:26.8074001499425639602,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
3.700000,2.828274
3.704000,3.058453
3.708000,3.617460
3.712000,4.357321
3.716000,4.801239
3.720000,5.080742
3.724000,5.689073
3.728000,6.396052
3.732000,6.642672
3.736000,6.313845
3.740000,6.165872
3.744000,6.790645
3.748000,11.147608
3.752000,22.409949
3.756000,40.035098
3.760000,56.871059
3.764000,67.952539
3.768000,73.970078
3.772000,78.129742
3.776000,80.990538
3.780000,82.700440
3.784000,82.914177
3.788000,82.355171
3.792000,81.598869
3.796000,80.349325
3.800000,78.310597
3.804000,76.140337
3.808000,74.463318
3.812000,72.720534
3.816000,70.320095
3.820000,66.571465
3.824000,59.879829
3.828000,48.321548
3.832000,30.334690
3.836000,18.842171
3.840000,10.358423
3.844000,5.327362
3.848000,2.137736
3.852000,0.115447
3.856000,-0.657297
3.860000,-0.723063
3.864000,-0.575090
3.868000,-0.328470
3.872000,-0.016084
3.876000,0.641571
3.880000,1.085488
3.884000,1.184136
3.888000,1.364992
3.892000,1.825350
3.896000,2.236384
3.900000,2.433681
3.904000,2.598095
3.908000,3.206425
3.912000,3.896963
3.916000,4.258673
3.920000,4.505294
3.924000,5.146507
3.928000,5.952135
3.932000,6.363169
3.936000,6.313845
3.940000,6.297403
3.944000,6.412493
3.948000,6.757762
3.952000,10.769457
3.956000,22.409949
3.960000,40.314602
3.964000,56.805294
3.968000,67.541505
3.972000,73.772781
3.976000,78.294155
3.980000,80.957656
3.984000,82.289406
3.988000,82.651116
3.992000,82.486702
3.996000,81.730399
4.000000,80.102705
4.004000,77.948887
4.008000,76.140337
4.012000,74.578408
4.016000,72.506796
4.020000,69.876178
4.024000,66.489258
4.028000,60.110008
4.032000,48.222900
4.036000,29.907214
4.040000,18.743523
4.044000,10.654367
4.048000,5.376687
4.052000,1.792467
4.056000,0.082564
4.060000,-0.377794
4.064000,-0.772387
4.068000,-0.871035
4.072000,-0.443559
4.076000,0.312744
4.080000,0.773102
4.084000,0.838868
4.088000,1.052605
4.092000,1.529405
4.096000,2.055529
4.100000,2.121295
4.104000,2.154177
4.108000,2.762508
4.112000,3.453046
4.116000,3.781873
4.120000,3.896963
4.124000,4.571059
4.128000,5.475335
4.132000,5.919252
4.136000,6.067224
4.140000,6.363169
4.144000,6.724879
4.148000,6.478259
4.152000,6.313845
4.156000,10.078919
4.160000,21.308377
4.164000,38.670465
4.168000,55.062509
4.172000,66.555023
4.176000,73.460395
4.180000,78.031094
4.184000,80.431532
4.188000,81.861930
4.192000,82.733322
4.196000,82.700440
4.200000,81.598869
4.204000,79.888967
4.208000,78.195507
4.212000,76.567813
4.216000,74.594849
4.220000,72.293059
4.224000,70.139240
4.228000,67.196236
4.232000,60.800546
4.236000,49.521768
4.240000,31.140317
4.244000,20.091715
4.248000,11.361346
4.252000,5.442452
4.256000,2.006205
4.260000,0.575806
4.264000,-0.229822
4.268000,-1.002566
4.272000,-1.002566
4.276000,-0.180498
4.280000,0.427833
4.284000,0.477157
4.288000,0.707337
4.292000,1.184136
4.296000,1.726702
4.300000,1.858233
4.304000,1.874674
4.308000,2.351474
4.312000,2.992687
4.316000,3.272191
4.320000,3.436605
4.324000,3.929846
4.328000,4.817680
4.332000,5.343804
4.336000,5.573983
4.340000,6.050783
4.344000,6.626231
4.348000,6.724879
4.352000,6.198755
4.356000,6.182314
4.360000,9.585678
4.364000,19.483384
4.368000,36.056287
4.372000,52.941573
4.376000,65.535659
4.380000,72.736975
4.384000,77.225467
4.388000,79.872526
4.392000,81.861930
4.396000,82.864853
4.400000,82.486702
4.404000,81.401572
4.408000,80.135588
4.412000,78.688748
4.416000,76.584254
4.420000,74.430436
4.424000,72.556120
4.428000,70.665364
4.432000,67.574388
4.436000,61.474642
4.440000,51.248112
4.444000,33.113281
4.448000,21.472790
4.452000,11.871029
4.456000,5.952135
4.460000,2.647419
4.464000,0.789544
4.468000,-0.460001
4.472000,-1.019008
4.476000,-0.739504
4.480000,-0.147615
4.484000,0.082564
4.488000,0.296302
4.492000,0.838868
4.496000,1.364992
4.500000,1.545847
4.504000,1.595171
4.508000,1.973322
4.512000,2.614536
4.516000,2.828274
4.520000,2.926922
4.524000,3.403722
4.528000,4.209349
4.532000,4.620383
4.536000,4.949211
4.540000,5.524659
4.544000,6.363169
4.548000,6.659114
4.552000,6.379610
4.556000,6.198755
4.560000,6.445376
4.564000,8.878699
4.568000,17.214475
4.572000,33.261254
4.576000,50.869960
4.580000,64.105260
4.584000,71.553197
4.588000,76.321192
4.592000,79.675230
4.596000,81.812606
4.600000,82.552467
4.604000,82.240082
4.608000,81.582427
4.612000,80.579504
4.616000,78.770955
4.620000,76.551371
4.624000,74.709939
4.628000,73.098685
4.632000,70.862660
4.636000,67.738801
4.640000,62.543330
4.644000,53.336165
4.648000,35.086246
4.652000,22.705893
4.656000,12.923277
4.660000,6.987941
4.664000,3.173543
4.668000,0.789544
4.672000,-0.427118
4.676000,-0.690180
4.680000,-0.640856
4.684000,-0.410677
4.688000,-0.098291
4.692000,0.427833
4.696000,0.970399
4.700000,1.184136
4.704000,1.266343
4.708000,1.660936
4.712000,2.203502
4.716000,2.367915
4.720000,2.450122
4.724000,2.926922
4.728000,3.650342
4.732000,4.028494
4.736000,4.209349
4.740000,4.751914
4.744000,5.721955
4.748000,6.248079
4.752000,6.280962
4.756000,6.412493
4.760000,6.626231
